,CSM5FZ3N_P_taxonomy_closed_reference.biom,CSM5FZ3X_P_taxonomy_closed_reference.biom,CSM5FZ3Z_P_taxonomy_closed_reference.biom,CSM5FZ44_P_taxonomy_closed_reference.biom,CSM5FZ46_P_taxonomy_closed_reference.biom,CSM5FZ48_P_taxonomy_closed_reference.biom,CSM5FZ4E_P_taxonomy_closed_reference.biom,CSM5FZ4G_P_taxonomy_closed_reference.biom,CSM5FZ4I_P_taxonomy_closed_reference.biom,CSM5FZ4O_P_taxonomy_closed_reference.biom,CSM5MCU4_P_taxonomy_closed_reference.biom,CSM5MCU6_P_taxonomy_closed_reference.biom,CSM5MCUI_P_taxonomy_closed_reference.biom,CSM5MCV1_P_taxonomy_closed_reference.biom,CSM5MCV3_P_taxonomy_closed_reference.biom,CSM5MCV5_P_taxonomy_closed_reference.biom,CSM5MCVB_P_taxonomy_closed_reference.biom,CSM5MCVD_P_taxonomy_closed_reference.biom,CSM5MCVF_P_taxonomy_closed_reference.biom,CSM5MCVH_P_taxonomy_closed_reference.biom,CSM5MCVV_P_taxonomy_closed_reference.biom,CSM5MCVZ_P_taxonomy_closed_reference.biom,CSM5MCW8_P_taxonomy_closed_reference.biom,CSM5YRY7_P_taxonomy_closed_reference.biom,ESM5GEZ8_P_taxonomy_closed_reference.biom,ESM5GEZA_P_taxonomy_closed_reference.biom,ESM5ME9G_P_taxonomy_closed_reference.biom,ESM5MEA7_P_taxonomy_closed_reference.biom,ESM5MEBA_P_taxonomy_closed_reference.biom,ESM5MEBL_P_taxonomy_closed_reference.biom,ESM5MEBQ_P_taxonomy_closed_reference.biom,ESM5MEDZ_P_taxonomy_closed_reference.biom,ESM5MEE2_P_taxonomy_closed_reference.biom,ESM5MEE6_P_taxonomy_closed_reference.biom,ESM5MEEA_P_taxonomy_closed_reference.biom,ESM5MEEB_P_taxonomy_closed_reference.biom,ESM5MEEC_P_taxonomy_closed_reference.biom,ESM5MEEG_P_taxonomy_closed_reference.biom,ESM5MEET_P_taxonomy_closed_reference.biom,HSM5FZBP_P_taxonomy_closed_reference.biom,HSM5FZBQ_P_taxonomy_closed_reference.biom,HSM5FZBR_P_taxonomy_closed_reference.biom,HSM5FZBT_P_taxonomy_closed_reference.biom,HSM5FZBU_P_taxonomy_closed_reference.biom,HSM5MD3L_P_taxonomy_closed_reference.biom,HSM5MD3W_P_taxonomy_closed_reference.biom,HSM5MD47_P_taxonomy_closed_reference.biom,HSM5MD4A_P_taxonomy_closed_reference.biom,HSM5MD4B_P_taxonomy_closed_reference.biom,HSM5MD4C_P_taxonomy_closed_reference.biom,HSM5MD4P_P_taxonomy_closed_reference.biom,HSM5MD4R_P_taxonomy_closed_reference.biom,HSM5MD5H_P_taxonomy_closed_reference.biom,HSM5MD7W_P_taxonomy_closed_reference.biom,HSM5MD7Z_P_taxonomy_closed_reference.biom,HSM5MD86_P_taxonomy_closed_reference.biom,HSM5MD87_P_taxonomy_closed_reference.biom,HSM5MD8J_P_taxonomy_closed_reference.biom,MSM5FZ8Y_P_taxonomy_closed_reference.biom,MSM5FZ9N_P_taxonomy_closed_reference.biom,MSM5FZ9Q_P_taxonomy_closed_reference.biom,MSM5FZ9S_P_taxonomy_closed_reference.biom,MSM5FZ9T_P_taxonomy_closed_reference.biom,MSM5FZ9V_P_taxonomy_closed_reference.biom,MSM5FZ9Z_P_taxonomy_closed_reference.biom,MSM5FZA2_P_taxonomy_closed_reference.biom,MSM5LLD8_P_taxonomy_closed_reference.biom,MSM5LLE5_P_taxonomy_closed_reference.biom,MSM5LLE9_P_taxonomy_closed_reference.biom,MSM5LLEN_P_taxonomy_closed_reference.biom,MSM5LLEX_P_taxonomy_closed_reference.biom,MSM5LLFK_P_taxonomy_closed_reference.biom,MSM5LLFO_P_taxonomy_closed_reference.biom,MSM5LLFS_P_taxonomy_closed_reference.biom,MSM5LLFU_P_taxonomy_closed_reference.biom,MSM5LLGD_P_taxonomy_closed_reference.biom,MSM5LLGH_P_taxonomy_closed_reference.biom,MSM5LLGJ_P_taxonomy_closed_reference.biom,MSM5LLGT_P_taxonomy_closed_reference.biom,MSM5LLGV_P_taxonomy_closed_reference.biom,MSM5LLGX_P_taxonomy_closed_reference.biom,MSM5LLH6_P_taxonomy_closed_reference.biom,MSM5LLHE_P_taxonomy_closed_reference.biom,MSM5LLHG_P_taxonomy_closed_reference.biom,MSM5LLHI_P_taxonomy_closed_reference.biom,MSM5LLHK_P_taxonomy_closed_reference.biom,MSM5LLHM_P_taxonomy_closed_reference.biom,MSM5LLHO_P_taxonomy_closed_reference.biom,MSM5LLHZ_P_taxonomy_closed_reference.biom,MSM5LLIC_P_taxonomy_closed_reference.biom,MSM5LLIE_P_taxonomy_closed_reference.biom,MSM5LLIK_P_taxonomy_closed_reference.biom,MSM5LLIM_P_taxonomy_closed_reference.biom,MSM5LLIO_P_taxonomy_closed_reference.biom,MSM5LLIQ_P_taxonomy_closed_reference.biom,MSM5LLIS_P_taxonomy_closed_reference.biom,MSM5ZOJY_P_taxonomy_closed_reference.biom,MSM633FF_P_taxonomy_closed_reference.biom
2265722,18.0,16.0,60.0,1.0,32.0,0,0,46.0,0,2.0,112.0,0,0,0,0,0,0,0,0,0,109.0,18.0,0,0,2.0,0,0,57.0,0,1.0,0,1.0,0,0,0,0,0,0,45.0,0,0,0,0,0,2.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,96.0,64.0,39.0,0,0,0,2.0,70.0,0,0,2.0,15.0,2.0,40.0,0,7.0,60.0,0,0,0
227565,17.0,0,1.0,0,0,0,0,2.0,0,0,13.0,0,0,0,0,0,0,0,0,0,48.0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,30.0,26.0,18.0,0,0,0,0,12.0,0,0,0,3.0,0,0,0,0,0,0,0,0
228043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228061,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
2283111,25.0,8.0,17.0,0,5.0,0,0,14.0,0,18.0,49.0,0,13.0,0,92.0,19.0,15.0,0,0,0,12.0,76.0,0,2.0,52.0,0,0,9.0,0,3.0,0,6.0,9.0,0,13.0,0,0,52.0,2.0,0,0,7.0,50.0,63.0,0,0,0,0,0,0,0,8.0,2.0,1.0,0,0,0,0,0,1.0,10.0,2.0,0,1.0,0,0,0,0,0,12.0,0,28.0,0,43.0,26.0,0,0,0,30.0,8.0,9.0,0,0,0,6.0,1.0,0,0,0,2.0,49.0,35.0,0,8.0,38.0,0,1.0,0
2283862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,6.0,0,2.0,0,0,4.0,0,127.0,0,3.0,2.0,0,2.0,0,0,7.0,52.0,0,0,0,40.0,1.0,0,0,0,0,0,0,0,0,5.0,3.0,0,0,0,0,31.0,3.0,2.0,3.0,0,10.0,1.0,15.0,0,1.0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,19.0,0
228601,1.0,0,2.0,0,1.0,0,0,5.0,0,7.0,0,0,8.0,0,0,0,1.0,0,0,0,0,0,0,0,3.0,0,0,18.0,0,16.0,0,1.0,3.0,0,1.0,0,0,12.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,1.0,1.0,0,0,1.0,0,7.0,0,11.0,2.0,0,0,0,23.0,10.0,9.0,0,0,0,1.0,0,0,0,0,6.0,7.0,7.0,0,4.0,1.0,0,1.0,0
228748,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230421,12.0,0,0,0,0,0,0,21.0,0,0,0,0,5.0,0,0,4.0,0,0,0,0,9.0,0,0,0,44.0,0,0,11.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,4.0,4.0,4.0,348.0,536.0,0,0,0,0,0,7.0,0,0,573.0,2.0,0,3.0,0,0,0,2.0,10.0,0,0,0,2.0,2.0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,44.0,95.0,76.0,0,0,0,3.0,184.0,0,0,4.0,27.0,0,0,0,0,0,0,0,0
230479,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,4.0,9.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0
230759,0,16.0,0,0,0,0,0,0,53.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
2310825,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,6.0,18.0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,5.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
232900,0,2.0,0,0,1.0,0,0,0,12.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,6.0,4.0,0,0,10.0,0,12.0,1.0,0,0,0,0,0,1.0,0,0,0,0,3.0,0,0,0,0,0,0,834.0,0,0,0,51.0,0,0,0,0,10.0,0,1.0,0
233052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
233648,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233981,0,0,2.0,0,0,0,0,0,7.0,0,1.0,0,0,0,1.0,58.0,1.0,0,0,0,0,0,0,0,0,0,0,270.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,17.0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,10.0
234054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234443,8.0,3.0,7.0,0,1.0,0,0,1.0,2.0,3.0,10.0,0,5.0,0,8.0,1.0,1.0,0,0,5.0,3.0,6.0,3.0,0,20.0,0,0,0,0,2.0,0,3.0,0,0,2.0,0,0,11.0,0,874.0,21.0,683.0,12080.0,17838.0,0,0,0,0,0,0,0,2.0,8937.0,454.0,0,5.0,0,0,5.0,35.0,19.0,13.0,0,1.0,0,3.0,0,3.0,0,37.0,0,4.0,0,14.0,3.0,0,0,0,10.0,4.0,2.0,0,0,0,9.0,3.0,0,0,0,15.0,11.0,4.0,0,2.0,14.0,0,11.0,0
234724,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235424,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
239461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
240271,0,0,0,0,0,0,0,5.0,0,1.0,46.0,0,2.0,0,1.0,0,0,0,0,0,17.0,21.0,0,0,156.0,1.0,0,3.0,0,0,0,0,0,0,4.0,0,0,0,6.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,957.0,482.0,587.0,0,0,0,1.0,0,1105.0,0,2.0,0,13.0,0,159.0,11.0,0,0,0,3.0,0,0,0,0,0,0,2.0,0,0,0,5.0,3.0,17.0,0,7.0,0,0,2.0,5.0
24210,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,5.0,0,0,0,0,0,0
246717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470914,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,29.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,22900.0,43265.0,20157.0,0,0,0,1.0,0,45601.0,0,37.0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,126.0
2497335,0,0,1.0,0,0,0,0,4.0,0,1.0,0,0,3.0,0,0,0,1.0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,12.0,7.0,0,10.0,0,0,92.0,1.0,2.0,0,14.0,85.0,38.0,0,0,0,0,0,0,0,6.0,15.0,1.0,0,1.0,0,0,1.0,0,2.0,6.0,0,0,0,0,1.0,1.0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,0,0,0,9.0,40.0,81.0,0,42.0,0,0,4.0,0
250270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2564646,100.0,4.0,29.0,0,3.0,0,0,41.0,0,37.0,24.0,0,15.0,2.0,119.0,3.0,8.0,0,0,3.0,19.0,35.0,0,17.0,95.0,0,0,0,0,5.0,0,2.0,6.0,0,3.0,0,0,71.0,5.0,0,0,4.0,56.0,91.0,0,0,0,0,0,0,0,13.0,9.0,1.0,0,0,0,0,1.0,0,1.0,6.0,0,0,0,0,0,0,0,1.0,0,17.0,0,55.0,24.0,0,0,0,120.0,25.0,41.0,0,0,0,11.0,6.0,0,0,0,14.0,89.0,53.0,0,12.0,25.0,0,3.0,0
258099,0,2.0,0,0,0,0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,12.0,36.0,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,2.0,30.0,77.0,0,0,0,0,0,0,0,0,0,0,0,27.0,6.0,0,0,0,12.0,5.0,4.0,0,0,0,2.0,6.0,0,0,0,8.0,3.0,2.0,0,5.0,0,0,0,0
258148,1.0,0,0,0,0,0,0,0,0,0,10.0,0,1.0,0,0,0,1.0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1983.0,613.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0
258202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258548,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258946,2.0,2.0,0,0,0,0,0,25.0,0,13.0,45.0,0,10.0,0,0,0,3.0,0,0,0,3.0,0,0,0,126.0,0,0,6.0,0,0,0,3.0,1.0,0,17.0,0,0,0,21.0,0,0,0,2.0,0,0,0,0,0,0,4.0,0,3.0,0,0,0,0,0,0,1.0,19.0,7.0,44.0,0,4.0,0,40.0,7.0,31.0,0,16.0,0,0,0,2.0,0,0,0,0,14.0,2.0,28.0,0,0,0,4.0,14.0,0,0,0,7.0,0,7.0,0,7.0,0,0,52.0,0
258957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259772,8.0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,24.0,9.0,0,0,0,0,2.0,0,0,0,0,0,0,20.0,0,35.0,0,0,1.0,0,1.0,0,0,0,16.0,0,0,0,10.0,9.0,0,0,0,0,0,4.0,0,0,1.0,4.0,0,0,0,0,23.0,0,117.0,86.0,0,12.0,3.0,6.0,0,9.0,0,0,0,0,0,29.0,9.0,0,0,0,3.0,12.0,2.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,1.0,0,8.0,0
259846,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261240,1.0,0,0,0,0,0,0,0,0,0,0,0,12278.0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0
261373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262095,0,3.0,1.0,0,0,0,0,0,1.0,49.0,0,0,4.0,2.0,1.0,27.0,0,0,0,3.0,16.0,0,2.0,0,13.0,0,0,13005.0,0,52.0,0,0,0,0,0,0,0,1.0,187.0,0,1.0,0,7.0,23.0,0,1.0,0,0,0,69.0,0,0,9.0,0,0,0,0,0,61.0,4.0,155.0,133.0,0,35.0,6.0,68.0,0,29.0,0,15.0,0,109.0,0,20.0,1.0,0,0,0,17.0,5.0,3.0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,0,0,1018.0,0,56.0,0
262104,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
